ЄДРПОУ;МФО;Рахунок;Валюта;Дата операції;Код операції;МФО банка;Назва банка;Рахунок кореспондента;ЄДРПОУ кореспондента;Кореспондент;Документ;Дата документа;Дебет;Кредит;Призначення платежу;Гривневе покриття
24238290;300335;UA653003350000000260072258238;UAH;17.04.2025;;351005;"АТ ""УКРСИББАНК""                       ";UA133510050000026001585052300;40023479;"ТОВ ""Метконбуд""";21268;17.04.2025;;22220.00;Оплата за трубу згідно рахунку № 5924 від 16.04.2025 р., у т.ч. ПДВ 20% - 3703.33 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;17.04.2025;;351005;"АТ ""УКРСИББАНК""                       ";UA133510050000026001585052300;40023479;"ТОВ ""Метконбуд""";21278;17.04.2025;;7080.00;Оплата за трубу згідно рахунку № АН1 640 від 17.04.2025 р., у т.ч. ПДВ 20% - 1180,00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;17.04.2025;;351005;"АТ ""УКРСИББАНК""                       ";UA133510050000026001585052300;40023479;"ТОВ ""Метконбуд""";21277;17.04.2025;;28200.00;Оплата за трубу згідно рахунку № АН1 622 від 16.04.2025 р., у т.ч. ПДВ 20% - 4700,00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;17.04.2025;;320984;"АТ ""ПРОКРЕДИТ БАНК""                   ";UA673209840000026009610026268;32238552;"ПРИВАТНЕ ПІДПРИЄМСТВО ""СТАЛЬ ПЛЮС""";618;17.04.2025;;12818.00;Передплата за труби згідно з рах. Рахунок №5 від 08.04.2025р у т.ч. ПДВ 20% - 2136.33 грн.435;0.00
24238290;300335;UA653003350000000260072258238;UAH;17.04.2025;;300335;"АТ ""Райффайзен Банк""                  ";UA523003350000000260032258388;44856476;"ТОВ ""АОИЛ""";2617;17.04.2025;;232960.00;Оплата за товар зг. рах. №5766 від 14.04.2025 р. в т. ч. ПДВ 20 % - 38 826,67 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;17.04.2025;;300335;"АТ ""Райффайзен Банк""                  ";UA093003350000000260042190119;24238290;"ТОВ ""ПІВДЕНТРАНСБУДКОМПЛЕКТ""";306;17.04.2025;1000000.00;;Перерахування коштів на депозитний рахунок згідно депозитного договору № 021/В6/13-300 від 29.04.2024;0.00
24238290;300335;UA653003350000000260072258238;UAH;17.04.2025;;300335;"АТ ""Райффайзен Банк""                  ";UA703003350000000026009844373;45155533;"ТОВ ""ТД ""КС-СТАЛЬ""";210;17.04.2025;;2396.00;Оплата за металопрокат зг. Рах. № 5977 від 17.04.2025 р., та Дог. Купівлі-продажу №155 від 01.08.2023р. , в т. ч. ПДВ 20 % - 399,33 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;17.04.2025;;305749;"АТ ""БАНК КРЕДИТ ДНІПРО""               ";UA563057490000002600630532001;36441934;"ТОВ ""АВ МЕТАЛ ГРУП""";2000880769;17.04.2025;;23550.00;Оплата за: Трубу Рах N 5914 від 16.04.25 Сума 23550.00 ПДВ(20%) 3925.00;0.00
24238290;300335;UA653003350000000260072258238;UAH;17.04.2025;;351005;"АТ ""УКРСИББАНК""                       ";UA763510050000026002879202274;45317884;"ТОВ ""ТД АЛЬЯНС АСТРА""";1483;17.04.2025;;20047.00;Оплата зг.рах.№АН1607 від 15/04, у т.ч. ПДВ 20% - 3341.17 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;17.04.2025;;351005;"АТ ""УКРСИББАНК""                       ";UA403510050000026003542447600;38732487;"ТОВ ""ТД ""ПАРИТЕТ""";323;17.04.2025;;7305.00;Попередня оплата за товар згідно рахунка N 5995 від 17 квітня 2025 р, у т.ч. ПДВ 20% - 1217.5 грн.;0.00
