ЄДРПОУ;МФО;Рахунок;Валюта;Дата операції;Код операції;МФО банка;Назва банка;Рахунок кореспондента;ЄДРПОУ кореспондента;Кореспондент;Документ;Дата документа;Дебет;Кредит;Призначення платежу;Гривневе покриття
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;351005;"АТ ""УКРСИББАНК""                       ";UA483510050000026007659908500;3041324133;Томчук Андрій Михайлович;34523;02.07.2025;;79248.00;*РП152503023* Оплата за трубу зг рах № 9900 від 01/07/2025 , у т.ч. ПДВ 20% - 13208,01 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;339500;"АТ ""ТАСКОМБАНК""                       ";UA713395002600301214449000001;34350636;ТОВ «ВАРТІС»;3590;02.07.2025;;169360.00;Оплата за металопрокат зг. рах.№9920 від 01.07.25р. та дог. №53 від 01.01.2017 в т.ч. ПДВ 20% 28 226,67 UAH;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;305299;"АТ КБ ""ПриватБанк""                    ";UA493052990000026002040130094;44820778;ТВК ПЕГАС ТОВ;808;02.07.2025;;2072.00;Оплата за трубу згiдно рахунку №9886 вiд 1 липня 2025 р. У сумi 1726.67 грн., ПДВ - 20 % 345.33 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;325365;"АТ ""КРЕДОБАНК""                        ";UA113253650000026006011206142;42367623;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПАВЛОГРАДХІММОНТАЖ""";476;02.07.2025;;92233.00;За трубу згідно рах. №9956 від 02.07.2025 р. в т. ч. ПДВ 20% 15372.17 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;305749;"АТ ""БАНК КРЕДИТ ДНІПРО""               ";UA563057490000002600630532001;36441934;"ТОВ ""АВ МЕТАЛ ГРУП""";2000882145;02.07.2025;;230000.00;Оплата за: Трубу Рах N 9741 від 27.06.25 Сума 230000.00 ПДВ(20%) 38333.33;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;320984;"АТ ""ПРОКРЕДИТ БАНК""                   ";UA693209840000026000210429800;39529204;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СИСТЕМИ МОДЕРНІЗАЦІЇ СКЛАДІВ""";22648;02.07.2025;;56480.00;Оплата за товар зг. рах. № 9954 від 02.07.2025 р. у т.ч. ПДВ 20% - 9413.33 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;334851;"АТ ""ПУМБ""                             ";UA723348510000000026007109209;40585670;"ТОВ ""ПЕРМЗ""";1552;02.07.2025;;156327.00;За трубу. згідно рахунку №9965 від 02.07.2025р., у т.ч. ПДВ 20% = 26 054.50грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;300335;"АТ ""Райффайзен Банк""                  ";UA333003350000000260012204077;14311353;"ПРАТ ""ХМЗ""";3026;02.07.2025;;5495.00;За труби згiдно рахунку № 9949 вiд 02.07.25 в т. ч. ПДВ 20 % - 915,83 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;334851;"АТ ""ПУМБ""                             ";UA183348510000000026001104523;33742637;"ТОВ ""ПК ""ПОЖМАШИНА""";5827;02.07.2025;;24000.00;За трубу зг.рах.№АН 2589 від 27.06.2025, зг.Дог. №17 від 22.01.2025 р. ПДВ (20%) 4000,00;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;328209;"Акціонерний банк ""Південний""";UA693282090000026001000020253;37632175;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НВК ТЕХНОЛОГІЇ ПІДЙОМУ""";5080;02.07.2025;;65818.00;Плата за товар згідно рахунку № 9844 від 30 червня 2025 р. в т. ч. ПДВ 20% 10969.67 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;320984;"АТ ""ПРОКРЕДИТ БАНК""                   ";UA403209840000026007210400305;39722312;"Товариство з обмеженою відповідальністю ""КТ-СТАЛЬ""";35565;02.07.2025;;26322.00;Сплата за трубу згідно рах. №АН2 649 від 02.07.2025 у т.ч. ПДВ 20% - 4387.00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;320984;"АТ ""ПРОКРЕДИТ БАНК""                   ";UA403209840000026007210400305;39722312;"Товариство з обмеженою відповідальністю ""КТ-СТАЛЬ""";35564;02.07.2025;;10570.00;Сплата за трубу згідно рах. №9978 від 02.07.2025 у т.ч. ПДВ 20% - 1761.67 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;313399;"Запорізьке РУ АТ КБ ""ПриватБанк""";UA083133990000026000060132728;20473746;ФIРМА НВ ПП;922;02.07.2025;;9000.00;ЗА ТРУБИ ЗГIДНО РАХ. №9837 ВIД 30.06.25 У сумi 7500.00 грн., ПДВ - 20 % 1500.00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;328209;"Акціонерний банк ""Південний""";UA933282090000026006000008593;43391055;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НАУКОВО-ВИРОБНИЧЕ ОБ'ЄДНАННЯ ""СОЮЗЕНЕРГОМАШ""";40784;02.07.2025;;1239717.00;За трубу зг.рах№9057 від 16/06/25 дог№109 від 01/03/20 в т. ч. ПДВ 20% 206619.50 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;313849;"АКБ ""ІНДУСТРІАЛБАНК""                  ";UA603138490000026005010004072;39498983;ТОВ 'ЕЛІТ-ОІЛ';3749;02.07.2025;;35061.00;Оплата за товар (Труба 140х12 ст20) , рахунок №9444 від 23.06.2025 р., у т.ч. ПДВ 20% - 5843.50 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;351005;"АТ ""УКРСИББАНК""                       ";UA763510050000026002879202274;45317884;"ТОВ ""ТД АЛЬЯНС АСТРА""";2613;02.07.2025;;942.00;Оплата зг.рах.№9991 від 02/07, у т.ч. ПДВ 20% - 157 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;300335;"АТ ""Райффайзен Банк""                  ";UA583003350000000026000454795;38505947;"ТОВ ""СТІЛ ГРУП""";522;02.07.2025;;24056.00;Плата за трубу зг. рах.№ 9934 від 01.07.25р. в т. ч. ПДВ 20 % - 4 009,33 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;334851;"АТ ""ПУМБ""                             ";UA293348510000000000260002574;37283133;"ТОВ ""Сумська насосна техніка""";1751;02.07.2025;;4447.50;Передоплата за трубу з порізкою згідно рахунку № 9899 від 01.07.2025р. Сума 4447,50 грн., у т.ч. ПДВ 20% = 741,25 грн;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;305299;"АТ КБ ""ПриватБанк""                    ";UA603052990000026007050509502;43159489;СТАЛЕВI РIШЕННЯ ТОВ;8128;02.07.2025;;6524.00;сплата згiдно рахунка №9981 вiд 2.07.2025 У сумi 5436.67 грн., ПДВ - 20 % 1087.33 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;322669;"Філія - Головне управління по м. Києву та Київській області АТ ""Ощадбанк""";UA123226690000026005300234778;43376879;"ТОВ ""ТВК ""АМБАР""";16852;02.07.2025;;22271.60;Оплата за труби зг.рах.№9822 від 30.06.2025 у т.ч. ПДВ 20.00% - 3711.93;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;305299;"АТ КБ ""ПриватБанк""                    ";UA743052990000026004035025145;44766367;СП УСПК ТОВ;5879;02.07.2025;;2492.50;СПЛАТА ЗА МЕТАЛЛОПРОКАТ ЗГIДНО ДОГОВОРУ КУПIВЛI-ПРОДАЖУ №18 ВIД 01.01.23 (РАХ. № АН2 645 вiд 02.07.25р), У сумi 2077.08 грн., ПДВ - 20 % 415.42 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;322313;"АТ ""Укрексімбанк""                     ";UA393223130000026003000002035;39548740;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АГРОПРОМИСЛОВА КОМПАНІЯ ""ФАВОРИТ""";2252;02.07.2025;;73500.00;Оплата за метал зг.рах.№9971 від 02.07.2025 р. в т. ч. ПДВ 20% 12250.00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;305299;"АТ КБ ""ПриватБанк""                    ";UA293052990000026005026710305;44500370;МАКСФЕРУМБУД ТОВ;852;02.07.2025;;10250.00;Сплата за металопрокат згiдно рах№9636 вiд 25 червня 2025 р. У сумi 8541.67 грн., ПДВ - 20 % 1708.33 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;300658;"АТ ""ПІРЕУС БАНК МКБ""                  ";UA073006580000026000015100395;37983115;"Товариство з обмеженою відповідальністю ""ЄВРОМЕТПОСТАЧ""";1157;02.07.2025;;18139.00;Оплата за трубу по рахунку №9979 від 2 липня 2025р.У т.ч. ПДВ20%-3023,17грн;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;351005;"АТ ""УКРСИББАНК""                       ";UA123510050000026001592793500;40150703;"ТОВ ""ФОРМАТ МЕТАЛ""";9601;02.07.2025;;26835.00;Доплата за трубу согласно СФ№9829+9700 от 26-30.06.2025 , у т.ч. ПДВ 20% - 4472.5 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;351254;"АТ ""СКАЙ БАНК""                        ";UA623512540000002600760114668;36459475;"ПРИВАТНЕ ПІДПРИЄМСТВО ""ХС ГРУП""";11100;02.07.2025;;13540.00;Оплата за металопрокат згідно дог№61 від 04.01.13р. , рах.№9964 від 02.07.25р., в т. ч. ПДВ 20% 2256.67 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;02.07.2025;;305299;"АТ КБ ""ПриватБанк""                    ";UA203052990000026006050242730;31330093;АГРОТЕХКОМПЛЕКТ ПП;66317;02.07.2025;;1243.00;доплата ЗА ТРУБУ РАХ.№8070 ВIД 27.05.25 У сумi 1035.83 грн., ПДВ - 20 % 207.17 грн.;0.00
