ЄДРПОУ;МФО;Рахунок;Валюта;Дата операції;Код операції;МФО банка;Назва банка;Рахунок кореспондента;ЄДРПОУ кореспондента;Кореспондент;Документ;Дата документа;Дебет;Кредит;Призначення платежу;Гривневе покриття
24238290;300335;UA653003350000000260072258238;UAH;03.07.2025;;351005;"АТ ""УКРСИББАНК""                       ";UA403510050000026003542447600;38732487;"ТОВ ""ТД ""ПАРИТЕТ""";527;03.07.2025;;11914.50;Попередня оплата за товар згідно рахунка N 9888 від 01 липня 2025 р, у т.ч. ПДВ 20% - 1985.75 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;03.07.2025;;351254;"АТ ""СКАЙ БАНК""                        ";UA623512540000002600760114668;36459475;"ПРИВАТНЕ ПІДПРИЄМСТВО ""ХС ГРУП""";11154;03.07.2025;;340200.00;Оплата за металопрокат згідно дог№61 від 04.01.13р. , рах.№10064 від 03.07.25р., в т. ч. ПДВ 20% 56700.00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;03.07.2025;;305749;"АТ ""БАНК КРЕДИТ ДНІПРО""               ";UA563057490000002600630532001;36441934;"ТОВ ""АВ МЕТАЛ ГРУП""";2000882184;03.07.2025;;73000.00;Оплата за: Трубу Рах N 10050 від 03.07.25 Сума 73000.00 ПДВ(20%) 12166.67;0.00
24238290;300335;UA653003350000000260072258238;UAH;03.07.2025;;305749;"АТ ""БАНК КРЕДИТ ДНІПРО""               ";UA563057490000002600630532001;36441934;"ТОВ ""АВ МЕТАЛ ГРУП""";2000882181;03.07.2025;;30340.00;Оплата за: Трубу Рах N 9932 від 01.07.25 Сума 30340.00 ПДВ(20%) 5056.67;0.00
24238290;300335;UA653003350000000260072258238;UAH;03.07.2025;;305749;"АТ ""БАНК КРЕДИТ ДНІПРО""               ";UA563057490000002600630532001;36441934;"ТОВ ""АВ МЕТАЛ ГРУП""";2000882183;03.07.2025;;230000.00;Оплата за: Трубу Рах N 9741 від 27.06.25 Сума 230000.00 ПДВ(20%) 38333.33;0.00
24238290;300335;UA653003350000000260072258238;UAH;03.07.2025;;334851;"АТ ""ПУМБ""                             ";UA453348510000000026009177347;43836160;"ТОВ ""ПАВЛОГРАДМАШ""";514;03.07.2025;;33700.00;За товар згідно договору №166 від 03.07.2025 р. та рахунку №10075 від 03.07.2025р., у т.ч. ПДВ 20% = 5 616.67грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;03.07.2025;;320984;"АТ ""ПРОКРЕДИТ БАНК""                   ";UA673209840000026009610026268;32238552;"ПРИВАТНЕ ПІДПРИЄМСТВО ""СТАЛЬ ПЛЮС""";1070;03.07.2025;;44970.00;Передплата за труби згідно з рах. Рахунок №10078 від 03.07.2025р у т.ч. ПДВ 20% - 7494,99 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;03.07.2025;;351823;"Філія - Харківське обласне управління АТ ""Ощадбанк""";UA903518230000000260083013374;23006353;"ТОВ ФІРМА "" ОРГТЕХНІКА """;3225;03.07.2025;;21298.00;Передсплата за трубу 325*35мм по рф №N 9987 від 01 липня 2025 р. у т.ч. ПДВ 20.00% - 3549.67;0.00
24238290;300335;UA653003350000000260072258238;UAH;03.07.2025;;307770;"АТ ""А - БАНК""                         ";UA843077700000026004411155748;41031213;"ТОВ ""УНІКАМЕТАПЛАСТ""";769;03.07.2025;;20430.00;Оплата за товар зг рах № АН2 617 від 30 червня 2025 р.в т.ч. ПДВ 3405.00 грн;0.00
24238290;300335;UA653003350000000260072258238;UAH;03.07.2025;;325365;"АТ ""КРЕДОБАНК""                        ";UA223253650000000260030028345;21745856;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВИРОБНИЧО-КОМЕРЦІЙНА ФІРМА ""БУДСЕРВІС""";1252;03.07.2025;;33750.00;За трубу згідно рах.№АН2 672 від 03.07.2025р.В т.ч. ПДВ-5625.00грн.;0.00
