ЄДРПОУ;МФО;Рахунок;Валюта;Дата операції;Код операції;МФО банка;Назва банка;Рахунок кореспондента;ЄДРПОУ кореспондента;Кореспондент;Документ;Дата документа;Дебет;Кредит;Призначення платежу;Гривневе покриття
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;300614;"АТ ""КРЕДІ АГРІКОЛЬ БАНК""              ";UA983006140000026007500369703;40656374;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРТРЕЙДКАМПАНІ""";318;21.05.2025;;30747.00;Оплата за металопрокат зг. рах.№7795 від 21.05.25В тому числі ПДВ 5 124,50 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;300335;"АТ ""Райффайзен Банк""                  ";UA093003350000000260042190119;24238290;"ТОВ ""ПІВДЕНТРАНСБУДКОМПЛЕКТ""";421;21.05.2025;4200000.00;;Перерахування коштів на депозитний рахунок згідно депозитного договору № 021/В6/13-300 від 01.05.2025;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;300528;"АТ ""ОТП БАНК""                         ";UA193005280000026005001350626;37412768;"Товариство з обмеженою відповідальністю ""МЕТАЛ ХОЛДІНГ ТРЕЙД""";2960;21.05.2025;;75000.00;Плата за труби зг.дог .34 02,01,2019 ПДВ 20% 12500.00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;307770;"АТ ""А - БАНК""                         ";UA233077700000026002010028546;42944371;"ТОВ ""НК-ПРОМ""";136;21.05.2025;;52802.50;Оплата за металопрокат та послуги зг. рахунку № 7793 від 21.05.2025р. .в т.ч. ПДВ 8800.42 грн;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;305749;"АТ ""БАНК КРЕДИТ ДНІПРО""               ";UA563057490000002600630532001;36441934;"ТОВ ""АВ МЕТАЛ ГРУП""";2000881574;21.05.2025;;4907.50;Оплата за: Трубу Рах N7736 від 21.05.25 Сума 4907.50 ПДВ(20%) 817.92;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;305749;"АТ ""БАНК КРЕДИТ ДНІПРО""               ";UA563057490000002600630532001;36441934;"ТОВ ""АВ МЕТАЛ ГРУП""";2000881577;21.05.2025;;28805.00;Оплата за: Трубу Рах N7434 від 15.05.25 Сума 28805.00 ПДВ(20%) 4800.83;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;305749;"АТ ""БАНК КРЕДИТ ДНІПРО""               ";UA563057490000002600630532001;36441934;"ТОВ ""АВ МЕТАЛ ГРУП""";2000881575;21.05.2025;;12210.00;Оплата за: Трубу Рах N7428 від 15.05.25 Сума 12210.00 ПДВ(20%) 2035.00;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;320478;"АБ ""УКРГАЗБАНК""                       ";UA433204780000026003924938149;45358082;"ТОВ ""АЛЬФА СТІЛ ЮНІТІ""";656;21.05.2025;;379600.00;Оплата за металопр. зг рах 7672 від 20.05.2025р. ПДВ 20% - 63266,67 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;305299;"АТ КБ ""ПриватБанк""                    ";UA493052990000026002040130094;44820778;ТВК ПЕГАС ТОВ;573;21.05.2025;;19764.00;Сплата за трубу по рах N 7761 У сумi 16470.00 грн., ПДВ - 20 % 3294.00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;305299;"АТ КБ ""ПриватБанк""                    ";UA293052990000029023866100110;14360570;Транз.рахунок платежi_ DN, DG, DZ;@2PL421122;21.05.2025;;5877.50;Рахунок N 7787 вiд 21 травня 2025 р., Мiтцель Микола Олександрович;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;351005;"АТ ""УКРСИББАНК""                       ";UA183510050000026008879213881;45385378;"ТОВ ""ГК ""СТАЛЬ ТМК""";593;21.05.2025;;6694.50;оплата за метал згідно рахунку №7774 від 21.05.25 року, у т.ч. ПДВ 20% - 1115.75 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;320984;"АТ ""ПРОКРЕДИТ БАНК""                   ";UA693209840000026000210429800;39529204;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СИСТЕМИ МОДЕРНІЗАЦІЇ СКЛАДІВ""";21921;21.05.2025;;13770.00;Оплата за товар зг. рах. № 7790 від 21.05.2025 р. у т.ч. ПДВ 20% - 2295.00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;322669;"Філія - Головне управління по м. Києву та Київській області АТ ""Ощадбанк""";UA123226690000026005300234778;43376879;"ТОВ ""ТВК ""АМБАР""";15798;21.05.2025;;20530.00;Оплата за трубу зг.рах.№7677 від 20.05.2025 у т.ч. ПДВ 20.00% - 3421.67;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;306500;"АТ ""АБ ""РАДАБАНК""                     ";UA543065000000026003300015815;45491247;"ПП ""ТД ТРИЗУБ""";1589;21.05.2025;;25000.00;Оплата за металопрокат зг.рах.№ 7791 від 21.05.2025р у т.ч. ПДВ 20% - 4166.67 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;305299;"АТ КБ ""ПриватБанк""                    ";UA493052990000026002040130094;44820778;ТВК ПЕГАС ТОВ;572;21.05.2025;;150330.00;Сплата за трубу по рах 7762 У сумi 125275.00 грн., ПДВ - 20 % 25055.00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;334851;"АТ ""ПУМБ""                             ";UA693348510000000026002206204;45131025;"ТОВ ""ПОЛІМЕТАЛ УКРАЇНА""";4193;21.05.2025;;94592.50;Оплата за товар згідно рах № 6471 від 29.04.2025, у т.ч. ПДВ 20% = 15 765.42грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;351005;"АТ ""УКРСИББАНК""                       ";UA783510050000026004878948418;42936947;"ТОВ ""УКРАЇНСЬКИЙ СТАЛЬНИЙ ХОЛДІНГ""";852;21.05.2025;;8433.00;Оплата за метал, згідно рах.№7748 від 21.05.2025р, , у т.ч. ПДВ 20% - 1405.5 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;334851;"АТ ""ПУМБ""                             ";UA833348510000026004962498610;36589014;"ТОВ ""Київський Завод ПТО""";2519;21.05.2025;;85272.00;Оплата за продукцію зг. рах. №7720 від 20.05.2025. В т.ч.ПДВ 14212,00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;300647;"АБ ""КЛІРИНГОВИЙ ДІМ""                  ";UA483006470000026007001160512;45491247;"ПРИВАТНЕ ПІДПРИЄМСТВО ""ТД ТРИЗУБ""";646;21.05.2025;;60000.00;Оплата за металопрокат зг. рах.№ 7783 від 21.05.2025р у т.ч. ПДВ 20% - 10000.00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;334851;"АТ ""ПУМБ""                             ";UA503348510000000026003180620;44859959;ТОВ «ГРУТ»;163;21.05.2025;;269255.00;Передоплата за труби зг. рах. № 7699 від 20.05.2025р., у т.ч. ПДВ 20% = 44 875.83грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;325365;"АТ ""КРЕДОБАНК""                        ";UA473253650000002600301829441;37941143;"Товариство з обмеженою відповідальністю ""Югсталь""";17599;21.05.2025;;19434.00;Оплата за труби згідно рахунку №АН2 078 від 21.05.2025р.дог.№59 від 01.01.2020р. в т. ч. ПДВ 20% 3239.00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;351005;"АТ ""УКРСИББАНК""                       ";UA513510050000026005879009786;43046106;"ТОВ ""ГК ""БАЗІС""";12717;21.05.2025;;72640.00;Оплата за трубу зг. рах. № 7729 від 21.05.2025р., у т.ч. ПДВ 20% - 12106.67 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;300335;"АТ ""Райффайзен Банк""                  ";UA903003350000000026001476114;37070162;"ТОВ ""ЛЕГІОН ТРЕЙД""";997;21.05.2025;;17075.00;Оплата за металопрокат згідно рах. № АН2074 від 21.05.2025р. в т. ч. ПДВ 20 % - 2 845,83 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;300528;"АТ ""ОТП БАНК""                         ";UA483005280000026004000014254;44464170;"Товариство з обмеженою відповідальністю ""ХАРД СТІЛ ІНДАСТРІ""";1410195927918;21.05.2025;;6690.00;Оплата за металопрокат зг. рах. № АН2 054 від 20.05.2025р. у т.ч. ПДВ 20% 1115.00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;300528;"АТ ""ОТП БАНК""                         ";UA483005280000026004000014254;44464170;"Товариство з обмеженою відповідальністю ""ХАРД СТІЛ ІНДАСТРІ""";1410195927917;21.05.2025;;14898.50;Оплата за металопрокат зг. рах. № 7649 від 20.05.2025р. у т.ч. ПДВ 20% 2483.08 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;320478;"АБ ""УКРГАЗБАНК""                       ";UA753204780000026000924445691;05808735;"АТ ""АвтоКрАЗ""";2713;21.05.2025;;3476.00;матеріали дог 165 від 01.08.2023 рах№6549 від 30.04.2025 Платіж не підлягає тендеру Цч5050518 ПДВ 20% - 579,33 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;320478;"АБ ""УКРГАЗБАНК""                       ";UA753204780000026000924445691;05808735;"АТ ""АвтоКрАЗ""";2722;21.05.2025;;6083.00;матеріали дог 165 від 01.08.2023 рах№6549 від 30.04.2025 Платіж не підлягає тендеру Цч5050519 ПДВ 20% - 1013,83 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;306500;"АТ ""АБ ""РАДАБАНК""                     ";UA543065000000026003300015815;45491247;"ПП ""ТД ТРИЗУБ""";1586;21.05.2025;;80000.00;Оплата за металопрокат зг.накл.№ 7766 від 21.05.2025р у т.ч. ПДВ 20% - 13333.33 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;300335;"АТ ""Райффайзен Банк""                  ";UA783003350000000026002167455;33856699;"ТОВ ""МЕТАС ТРЕЙД""";116;21.05.2025;;90000.00;За труби згідно рах. № 7669 від 20.05.2025 р. в т. ч. ПДВ 20 % - 15 000,00 грн.;0.00
24238290;300335;UA653003350000000260072258238;UAH;21.05.2025;;334851;"АТ ""ПУМБ""                             ";UA833348510000000002600245233;36098810;"ТОВ ""СТИЛЛКРАФТ""";206;21.05.2025;;4524.00;Оплата за труби зг.рах.№7754 від 21.05.2025р, у т.ч. ПДВ 20% = 754,00 грн.;0.00
