ЄДРПОУ;МФО;Рахунок;Валюта;Дата операції;Код операції;МФО банка;Назва банка;Рахунок кореспондента;ЄДРПОУ кореспондента;Кореспондент;Документ;Дата документа;Дебет;Кредит;Призначення платежу;Гривневе покриття
24238290;300335;UA653003350000000260072258238;UAH;19.03.2025;;300335;"АТ ""Райффайзен Банк""                  ";UA723003350000000260052195117;39065898;"ТОВ ""ВАРІАНТ АГРО БУД""";237;19.03.2025;;48100.00;Сплата за трубу зг. рах.№4285 від 19 березня 2025 р. в т. ч. ПДВ 20 % - 8 016,67 грн.;0
24238290;300335;UA653003350000000260072258238;UAH;19.03.2025;;305299;"АТ КБ ""ПриватБанк""                    ";UA083052990000026000023605689;30688847;ОРIОН-2000 ПП;1788;19.03.2025;;4680.00;За труби згiдно рахунку N АН1 228 вiд 19.03.25р . У сумi 3900.00 грн., ПДВ - 20 % 780.00 грн.;0
24238290;300335;UA653003350000000260072258238;UAH;19.03.2025;;305299;"АТ КБ ""ПриватБанк""                    ";UA083052990000026000023605689;30688847;ОРIОН-2000 ПП;1789;19.03.2025;;7400.00;За труби згiдно рахунку N 4334 вiд 19.03.25р . У сумi 6166.67 грн., ПДВ - 20 % 1233.33 грн.;0
24238290;300335;UA653003350000000260072258238;UAH;19.03.2025;;320984;"АТ ""ПРОКРЕДИТ БАНК""                   ";UA513209840000026002220353641;39065898;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВАРІАНТ АГРО БУД""";12453;19.03.2025;;228162.50;Сплата за трубу за рах.№ 4191 від 18 березня 2025 р.. у т.ч. ПДВ 20% - 38027.08 грн.;0
24238290;300335;UA653003350000000260072258238;UAH;19.03.2025;;305299;"АТ КБ ""ПриватБанк""                    ";UA113052990000026008000127386;43006207;МIКС ТРЕЙДIНГ ТОВ;438;19.03.2025;;5585.00;ОПЛАТА ЗА ТРУБИ ПО РАХУНКУ №4331 ВIД 19.03.2025 У сумi 4654.17 грн., ПДВ - 20 % 930.83 грн.;0
24238290;300335;UA653003350000000260072258238;UAH;19.03.2025;;307770;"АТ ""А - БАНК""                         ";UA153077700000026003311154583;44899352;"ТОВ ""МАРМЕТ""";72;19.03.2025;;322000.00;сплата за трубу згідно рах.№ 4115 від 14.03.2025р., в т.ч. ПДВ 53666.67 грн;0
24238290;300335;UA653003350000000260072258238;UAH;19.03.2025;;305299;"АТ КБ ""ПриватБанк""                    ";UA113052990000026008000127386;43006207;МIКС ТРЕЙДIНГ ТОВ;437;19.03.2025;;2295.00;ОПЛАТА ЗА ТРУБИ ПО РАХУНКУ №АН1 214 ВIД 19.03.2025 У сумi 1912.50 грн., ПДВ - 20 % 382.50 грн.;0
24238290;300335;UA653003350000000260072258238;UAH;19.03.2025;;322669;"Філія - Головне управління по м. Києву та Київській області АТ ""Ощадбанк""";UA123226690000026005300234778;43376879;"ТОВ ""ТВК ""АМБАР""";14210;19.03.2025;;6740.00;Оплата за трубу зг. Рах №4250 від 18.03.2025 року, у т.ч. ПДВ 20.00% - 1123.33;0
24238290;300335;UA653003350000000260072258238;UAH;19.03.2025;;322313;"АТ ""Укрексімбанк""                     ";UA713223130000026009000040734;42431756;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КР-ОІЛ""";7758;19.03.2025;;96580.00;Оплата за металопрокат згідно рах. №4280 від 19.03.2025 р., в т. ч. ПДВ 20% 16096.66 грн.;0
24238290;300335;UA653003350000000260072258238;UAH;19.03.2025;;334851;"АТ ""ПУМБ""                             ";UA183348510000000026001104523;33742637;"ТОВ ""ПК ""ПОЖМАШИНА""";2451;19.03.2025;;1882.50;За труби зг.рах № АН 1178 від 18.03.2025р., зг.дог. №17 від 22.01.2025р. ПДВ (20%) 313,75;0
24238290;300335;UA653003350000000260072258238;UAH;19.03.2025;;300335;"АТ ""Райффайзен Банк""                  ";UA093003350000000260042190119;24238290;"ТОВ ""ПІВДЕНТРАНСБУДКОМПЛЕКТ""";208;19.03.2025;1110000.00;;Перерахування коштів на депозитний рахунок згідно депозитного договору № 021/В6/13-300 від 29.04.2024;0
